timestamps,SPEED,T_UUT_EM_InCoolMeas,T_UUT_EM_OutCoolMeas,TORQUE,Qcool,T_UUT_EM_Winding,Ierms_Xion_ACCalc,,,Cp [kJ/kg K],L/min,m3/s,Density kg/m3
s,rpm,°C,°C,Nm,W,°C,A,,,3350,6,0.0001,1070
403.5,4582.398926,26.13265991,28.6026001,1.084123015,885.3500595,81.83582306,21.97178078,,,,,,
404,4424.496094,26.1189003,28.60177994,0.636930287,889.9882065,81.88420868,21.36298943,,,,,,
404.5,4310.675781,26.15579033,28.61355972,2.510708094,880.9874393,81.9274292,20.69952011,,,,,,
405,4246.704102,26.17929077,28.59725952,20.13287926,866.7208984,81.96140289,30.03297043,,,,,,
405.5,4242.282227,26.17141914,28.62479019,37.23266983,879.4108521,81.98219299,127.3580017,,,,,,
406,4326.14502,26.19095039,28.63958931,47.08119965,877.7146194,81.99977875,187.425293,,,,,,
406.5,4440.698242,26.17563057,28.63968086,53.94614029,883.2388275,82.01154327,224.6882019,,,,,,
407,4542.925781,26.19733047,28.64249039,53.96187973,876.4675705,82.02046204,250.3737946,,,,,,
407.5,4595.449219,26.17602921,28.64119911,48.37891006,883.640153,82.0209198,227.4983063,,,,,,
408,4638.692871,26.1647892,28.66506958,45.19826126,896.2255023,82.03092957,203.5,,,,,,
408.5,4671.86377,26.19775009,28.65549088,43.55533981,880.9771839,82.03829956,195.7687988,,,,,,
409,4704.309082,26.19263077,28.69016075,40.25532913,895.2396226,82.04618835,186.9580994,,,,,,
409.5,4737.808105,26.20055962,28.66411972,40.57891083,883.0631194,82.0507431,174.6531067,,,,,,
410,4760.51416,26.23456001,28.65420914,44.76523972,867.3232285,82.05877686,183.7942963,,,,,,
410.5,4782.969238,26.24356079,28.67929077,47.87456131,873.0874115,82.06498718,212.7447052,,,,,,
411,4819.666016,26.24982071,28.68981934,50.99475861,874.6175077,82.06681061,224.2194061,,,,,,
411.5,4846.562012,26.2493,28.69971085,51.04613876,878.3497666,82.07293701,239.6920013,,,,,,
412,4862.186035,26.2544899,28.70038033,54.92226028,876.7294234,82.07544708,231.3630981,,,,,,
412.5,4875.495117,26.26633072,28.7052002,57.17824936,874.2127638,82.07939911,270.3634949,,,,,,
413,4873.776855,26.24169922,28.7206707,25.8303299,888.5873275,82.08592224,262.5104065,,,,,,
413.5,4849.354004,26.24453926,28.72353935,2.811254978,888.5975828,82.0908432,58.20243835,,,,,,
414,4668.848145,26.24777031,28.73250961,4.007090092,890.6548034,82.10669708,28.81990051,,,,,,
414.5,4151.707031,26.2551899,28.73287964,7.875658989,888.1278884,82.1164093,21.67264938,,,,,,
415,3768.126953,26.26868057,28.73862076,-10.08677006,885.3500595,82.11253357,18.63592911,,,,,,
415.5,4579.994141,26.27609062,28.74526978,-3.49247098,885.0772676,82.10661316,19.49736023,,,,,,
416,4348.962891,26.27733994,28.75583076,1.451949,888.4150378,82.10730743,21.44275093,,,,,,
416.5,4236.225098,26.31018066,28.78072929,7.477726936,885.5681563,82.10646057,20.28445053,,,,,,
417,4299.930176,26.30422974,28.76125908,21.2642498,880.7221679,82.09220123,66.70905304,,,,,,
417.5,4512.125,26.30054092,28.77059937,36.61737823,885.3924482,82.06976318,130.7483978,,,,,,
418,4728.841797,26.33156967,28.78710938,50.05339813,880.1882067,82.0460968,203.8092041,,,,,,
418.5,4950.083008,26.32809067,28.78473091,54.51562119,880.5826953,82.0252533,265.1706848,,,,,,
419,5190.441895,26.30694962,28.7913208,56.73360062,890.5228514,82.00887299,289.9310913,,,,,,
419.5,5217.263184,26.32128906,28.79944038,82.10340881,888.2933412,81.99394989,321.9565125,,,,,,
420,4253.758789,26.32813072,28.80443954,98.97200012,887.6328975,81.97833252,360.061615,,,,,,
420.5,3936.179932,26.3649292,28.81283951,79.91111755,877.4534502,81.93814087,361.6394958,,,,,,
421,4065.352051,26.32634926,28.81781006,75.27001953,893.0641238,81.90339661,340.6478882,,,,,,
421.5,4185.11377,26.33163071,28.84572983,70.33650208,901.17883,81.87631989,324.8198853,,,,,,
422,4295.98584,26.31078911,28.83675957,65.71569824,905.434111,81.8635788,299.368103,,,,,,
422.5,4388.893066,26.35207939,28.8538208,63.88180161,896.7492082,81.85797119,282.9187927,,,,,,
423,4474.443848,26.35028076,28.87215996,62.20158005,903.9675979,81.85751343,280.0797119,,,,,,
423.5,4552.287109,26.37659073,28.84395981,58.92237091,884.4284466,81.86418915,268.6798096,,,,,,
424,4621.028809,26.37462997,28.88497925,53.46762085,899.8346972,81.88247681,251.1096039,,,,,,
424.5,4667.586914,26.38104057,28.86327934,25.77055931,889.7584869,81.90149689,226.4125977,,,,,,
425,4695.342773,26.40625,28.85491943,1.312453985,877.7255585,81.93556213,41.91416931,,,,,,
425.5,4641.937988,26.38138008,28.89487076,2.292098045,900.9607331,81.98150635,23.84614944,,,,,,
426,4275.438965,26.42941093,28.91711044,7.200047016,891.7158889,82.02282715,21.36483002,,,,,,
426.5,3895.537109,26.41115952,28.90405083,-8.054443359,893.5768907,82.05300903,18.96102905,,,,,,
427,4706.728027,26.39904976,28.91646957,-3.654206991,902.3691327,82.07758331,20.16592979,,,,,,
427.5,4508.704102,26.41229057,28.91176987,1.218224049,895.9383529,82.11048889,22.74257088,,,,,,
428,4372.407227,26.43001938,28.93218994,21.72941017,896.9030382,82.13876343,20.94894028,,,,,,
428.5,4366.916992,26.39361954,28.94168091,50.08871841,913.3525984,82.15083313,154.8905029,,,,,,
429,4654.716797,26.4220295,28.94079971,61.1800499,902.8531846,82.14946747,285.6976013,,,,,,
429.5,4956.188965,26.44153023,28.93802071,57.57445145,894.867012,82.16053772,298.3240967,,,,,,
430,5236.035156,26.44305038,28.94247055,52.57278061,895.9171585,82.16940308,301.4049072,,,,,,
430.5,5285.618164,26.44692993,28.95288086,73.55638885,898.25811,82.18769073,306.4729004,,,,,,
431,4318.951172,26.44046021,28.94919014,83.60138702,899.2542451,82.20185852,346.9974976,,,,,,
431.5,3973.812012,26.46655083,28.98093033,60.69004059,901.2793323,82.18972015,287.180603,,,,,,
432,4106.606934,26.47924995,28.96133041,55.04891968,889.7017407,82.18865967,252.9971924,,,,,,
432.5,4234.625977,26.48813057,28.99474907,50.70159912,898.4974012,82.18911743,233.0594025,,,,,,
433,4352.263184,26.47851944,28.97940063,47.59925079,896.4408644,82.19654846,216.4779968,,,,,,
433.5,4464.193848,26.49102974,28.97800064,44.37434006,891.4547196,82.20861816,208.5332947,,,,,,
434,4568.01123,26.48171997,28.98736954,38.19293976,898.1500872,82.2286377,189.8701019,,,,,,
434.5,4660.478027,26.50185966,28.98529053,28.03742981,890.1857926,82.2547226,161.6396027,,,,,,
435,4735.429199,26.45739937,29.00164986,6.950297832,911.9865875,82.28330231,109.071701,,,,,,
435.5,4728.348145,26.47924995,29.01324081,1.377748013,908.3090238,82.31976318,28.86298943,,,,,,
436,4429.719238,26.49319077,29.0100708,6.208756924,902.1756487,82.35533905,23.36709976,,,,,,
436.5,4095.138916,26.48273087,28.99991035,-9.624139786,902.2829879,82.3717804,19.83358002,,,,,,
437,4944.650879,26.51605034,29.02523994,-4.720777035,899.4190142,82.39272308,21.37874985,,,,,,
437.5,4680.940918,26.52434921,29.04760933,1.541308045,904.4625888,82.41986084,47.0754509,,,,,,
438,4529.896973,26.54199028,29.03726006,0.537794411,894.429451,82.42904663,21.85391998,,,,,,
438.5,4507.862793,26.54108047,29.04276085,-0.143782198,896.7273301,82.43950653,24.22275925,,,,,,
439,4544.533203,26.54677963,29.07094955,-1.93976903,904.7887085,82.44064331,21.34864998,,,,,,
439.5,4513.257813,26.52835083,29.06845093,2.358053923,910.49888,82.44056702,21.54364014,,,,,,
440,4178.519043,26.53244019,29.05114937,5.099687099,902.8313066,82.43093109,20.77001953,,,,,,
440.5,3934.121094,26.5239296,29.04553032,-7.797544956,903.8677793,82.4129715,18.95685005,,,,,,
441,4599.169922,26.54965019,29.07773018,10.21844006,906.1902712,82.38680267,19.98386002,,,,,,
441.5,4730.304199,26.58028984,29.07114029,28.77990913,892.8453433,82.36995697,91.81749725,,,,,,
442,5067.663086,26.5725708,29.07932091,42.84838867,898.5445758,82.33628845,193.5583954,,,,,,
442.5,5268.423828,26.57040024,29.08617973,73.15041351,901.7811601,82.31667328,297.7764893,,,,,,
443,4517.451172,26.59143066,29.08209038,73.75509644,892.7769744,82.28942871,351.851593,,,,,,
443.5,4816.604004,26.59576035,29.09725952,66.8972168,896.6623796,82.24304962,321.2609863,,,,,,
444,5174.550781,26.5706501,29.09708023,63.59397888,905.5988801,82.22045135,345.7673035,,,,,,
444.5,5286.557129,26.61230087,29.10062027,79.61963654,891.9380878,82.19785309,363.3988953,,,,,,
445,4328.293945,26.60808945,29.11026001,98.29049683,896.9030382,82.18032074,364.9307861,,,,,,
445.5,3972.809082,26.59836006,29.11516953,84.77819824,902.1503522,82.14128113,379.2522888,,,,,,
446,4118.38623,26.58687973,29.11269951,81.39891815,905.3800996,82.11383057,370.5546875,,,,,,
446.5,4255.64502,26.60077095,29.11879921,73.48976135,902.5872295,82.09916687,350.9219971,,,,,,
447,4365.071777,26.62261963,29.12634087,60.66957092,897.4588775,82.092453,304.355896,,,,,,
447.5,4447.303223,26.61278915,29.1312294,36.1307106,902.7349064,82.10281372,246.345993,,,,,,
448,4473.445801,26.62841988,29.12945938,8.863739967,896.4976106,82.12162781,107.0990982,,,,,,
448.5,4441.350098,26.66040039,29.13707924,0.751522183,887.7655332,82.16120911,21.03136063,,,,,,
449,4295.89209,26.61017036,29.1506691,0.617654383,910.641771,82.19921875,20.57806969,,,,,,
449.5,4194.312012,26.63891983,29.15237045,7.452076912,900.9463757,82.23516083,19.92406082,,,,,,
450,4151.73291,26.64315987,29.16583061,29.51682091,904.2513288,82.27131653,59.19538116,,,,,,
450.5,4157.455078,26.63604927,29.14929008,61.30331039,900.8711699,82.29725647,178.9517059,,,,,,
451,4239.076172,26.62417984,29.15435982,86.06729889,906.9430129,82.32112885,333.0520935,,,,,,
451.5,4394.986816,26.67745972,29.1739502,81.36815643,894.867012,82.34236145,377.457489,,,,,,
452,4600.793945,26.68741035,29.18082047,77.93222046,893.7628541,82.36920166,361.530304,,,,,,
452.5,4717.742188,26.68927002,29.1944294,68.80142212,897.9743791,82.39498901,353.5799866,,,,,,
453,4804.042969,26.7005291,29.19515991,57.85329819,894.2004151,82.4328537,297.9455872,,,,,,
453.5,4881.062012,26.68857002,29.19403076,54.03794098,898.0824019,82.46672821,260.3561096,,,,,,
454,4952.040039,26.69733047,29.18634033,52.78887939,892.1855833,82.51252747,262.5935059,,,,,,
454.5,5018.437988,26.71552086,29.20162964,51.67835999,891.1456922,82.55991364,263.0505066,,,,,,
455,5077.890137,26.70916939,29.21912003,48.94303131,899.6918061,82.61253357,260.665802,,,,,,
455.5,5134.763184,26.70269966,29.20853043,45.61444855,898.2150376,82.66934967,255.9924011,,,,,,
456,5188.542969,26.72208023,29.21398926,43.58600998,893.2247908,82.73796082,248.3816071,,,,,,
456.5,5238.825195,26.71410942,29.18008041,42.51585007,883.9273025,82.79620361,251.6616974,,,,,,
457,5286.847168,26.72204971,29.23064995,44.01325989,899.2077542,82.86405945,251.1696014,,,,,,
457.5,5327.12207,26.70782089,29.23468018,47.76931,905.7527102,82.93118286,274.1077881,,,,,,
458,5363.875,26.73270035,29.22488022,48.66827011,893.3218746,82.99767303,292.4168091,,,,,,
458.5,5400.143066,26.71783066,29.24274063,49.60699844,905.0539799,83.06654358,302.743988,,,,,,
459,5434.910156,26.73669052,29.22436905,48.87358093,891.7083683,83.13773346,308.1986084,,,,,,
459.5,5457.700195,26.7612896,29.23611069,25.93733025,887.09962,83.21053314,306.5780945,,,,,,
460,5479.641113,26.72253036,29.26211929,2.753102064,910.3156513,83.28492737,192.9564056,,,,,,
460.5,5444.379883,26.73587036,29.26062012,1.291692972,904.99655,83.36284637,145.8222961,,,,,,
461,5069.115234,26.74889946,29.26656914,7.304154873,902.458696,83.44029999,123.7693024,,,,,,
461.5,4316.606934,26.74279976,29.28421021,8.289394379,910.9685744,83.50596619,39.32423019,,,,,,
462,3951.501953,26.73825073,29.27770996,-10.07851982,910.2691605,83.5552597,19.27234077,,,,,,
462.5,4846.37793,26.75827026,29.30150986,-9.42621994,911.6242323,83.60133362,19.96346092,,,,,,
463,4586.144043,26.76419067,29.30224991,8.460929871,909.7673326,83.66169739,37.99364853,,,,,,
463.5,4520.27002,26.74840927,29.30938911,35.65164948,917.9832248,83.70947266,52.58440018,,,,,,
464,4733.295898,26.75632095,29.27877998,60.12142944,904.1754394,83.7419281,239.5796051,,,,,,
464.5,5069.50293,26.75762939,29.28055,61.55414963,904.3408921,83.77841949,343.8532104,,,,,,
465,5176.030762,26.80257988,29.29546928,81.11299133,893.576207,83.8241272,338.1405029,,,,,,
465.5,4211.851074,26.78787041,29.30850029,88.27480316,903.5197815,83.85629272,360.6590881,,,,,,
466,3876.452881,26.78780937,29.31583023,67.06913757,906.1690768,83.86538696,306.6867065,,,,,,
466.5,4009.577881,26.78613091,29.34036064,60.02616882,915.563649,83.88510132,286.331604,,,,,,
467,4123.897949,26.80112076,29.34958076,51.33432007,913.4954894,83.90720367,249.5245972,,,,,,
467.5,4201.670898,26.80862045,29.33105087,43.63090134,904.165184,83.93199921,212.8683014,,,,,,
468,4275.834961,26.85531998,29.34255981,41.78514099,891.5511198,83.97280121,179.241806,,,,,,
468.5,4341.533203,26.80858994,29.33684921,42.35216904,906.254538,84.00810242,187.1905975,,,,,,
469,4411.045898,26.82629013,29.35437012,43.44538116,906.1902712,84.05059814,183.7872009,,,,,,
469.5,4482.455078,26.82729912,29.34869003,44.80342102,903.7925735,84.09390259,197.759903,,,,,,
470,4558.740234,26.84536934,29.39075089,47.37308884,912.3920152,84.13659668,198.9530945,,,,,,
470.5,4637.027832,26.87215996,29.37261963,45.89561081,896.2897691,84.17900085,217.7489014,,,,,,
471,4722.743164,26.8678894,29.37044907,33.82017136,897.0425108,84.22399902,205.2201996,,,,,,
471.5,4788.037109,26.86211967,29.34441948,8.985139847,889.780365,84.26650238,140.3538055,,,,,,
472,4768.769043,26.83959961,29.35358047,1.364555001,901.1364412,84.31790161,45.09714127,,,,,,
472.5,4451.527832,26.84830093,29.3848896,6.691039085,909.2402083,84.36830139,27.23487091,,,,,,
473,4069.853027,26.89156914,29.41765976,-10.43787003,905.4771834,84.4088974,19.38492966,,,,,,
473.5,4862.273926,26.87472916,29.40172958,-2.298857927,905.8033031,84.43689728,20.65543938,,,,,,
474,4388.832031,26.89108086,29.42871094,3.988477945,909.6135026,84.47509766,31.62653923,,,,,,
474.5,4121.312012,26.88378906,29.42987061,10.61843967,912.6429291,84.49299622,19.89182091,,,,,,
475,4118.599121,26.91489029,29.42046928,10.48036957,898.1247907,84.50720215,74.78621674,,,,,,
475.5,4375.162109,26.89417076,29.44379044,1.056838989,913.9111724,84.51200104,55.55006027,,,,,,
476,4623.673828,26.8899498,29.43767929,-0.938107014,913.2336365,84.52220154,24.63592911,,,,,,
476.5,4506.804199,26.90181923,29.45067978,2.175522089,913.6390641,84.52980042,23.19564056,,,,,,
477,4203.87207,26.92593002,29.45602036,3.153512955,906.9108795,84.53130341,20.51679993,,,,,,
477.5,3925.858887,26.91732979,29.45162964,2.178478956,908.4197814,84.51540375,19.10769081,,,,,,
478,3766.688965,26.91106987,29.43697929,27.14253998,905.412233,84.49469757,18.12433052,,,,,,
478.5,3807.408936,26.91333008,29.45751953,60.19591141,911.9647095,84.46309662,182.4819031,,,,,,
479,4209.117188,26.91809082,29.46643066,77.97264099,913.452417,84.43029785,345.3960876,,,,,,
479.5,4628.295898,26.91729927,29.49695015,73.40921021,924.6758575,84.39489746,365.2098083,,,,,,
480,5018.229004,26.93811035,29.50057983,68.75354767,918.517186,84.37770081,368.6987,,,,,,
480.5,5126.641113,26.94713974,29.48044014,81.12993622,908.0615283,84.3640976,374.8041992,,,,,,
481,4170.162109,26.95730972,29.49758911,99.23179626,910.5631468,84.35230255,363.2437134,,,,,,
481.5,3976.093994,26.9338398,29.5003109,87.11139679,919.9515657,84.32299805,395.9182129,,,,,,
482,4148.332031,26.93828964,29.48501968,81.65891266,912.8753834,84.31140137,380.420105,,,,,,
482.5,4308.353027,26.9428997,29.50674057,79.12908173,919.0087584,84.3010025,350.9298096,,,,,,
483,4458.332031,26.9432106,29.49057007,76.27378082,913.1010008,84.30390167,352.0581055,,,,,,
483.5,4594.52002,26.96526909,29.49370956,73.10957336,906.3194884,84.32360077,345.7251892,,,,,,
484,4722.754883,26.96017075,29.52399063,70.0069809,919.0012379,84.35579681,337.6781006,,,,,,
484.5,4839.217773,26.97094917,29.52495956,67.30825043,915.4850247,84.41010284,331.8323059,,,,,,
485,4946.789063,26.9500103,29.5125103,65.04200745,918.528125,84.45819855,328.876709,,,,,,
485.5,5045.505859,26.95648003,29.51581001,63.37580109,917.3918337,84.52390289,327.2732849,,,,,,
486,5140.73877,26.98578072,29.52087021,62.03364182,908.7028287,84.59159851,331.8799133,,,,,,
486.5,5232.741211,26.97600937,29.51254082,60.78841019,909.2196977,84.67669678,341.3104858,,,,,,
487,5314.956055,26.97451973,29.53479004,58.57579041,917.7288924,84.76329803,340.4284973,,,,,,
487.5,5392.334961,26.99069023,29.53924942,56.69971085,913.5310412,84.85790253,343.6083984,,,,,,
488,5461.089844,27.01740074,29.52853012,53.5958519,900.114326,84.96279907,344.6047058,,,,,,
488.5,5527.016113,27.00082016,29.53165054,52.82843018,907.1761509,85.06639862,333.6217041,,,,,,
489,5588.130859,26.99279976,29.5805397,53.54159927,927.5753831,85.1780014,351.1229858,,,,,,
489.5,5646.333984,27.00536919,29.56015015,52.51708984,915.7612351,85.2983017,359.843811,,,,,,
490,5703.328125,27.02083969,29.57813072,52.10950851,916.66097,85.41729736,361.7059937,,,,,,
490.5,5756.308105,27.02523994,29.5911293,51.06985092,919.7430406,85.54350281,365.2052002,,,,,,
491,5807.318848,27.02527046,29.59390068,50.08850861,920.7255018,85.68049622,365.1530151,,,,,,
491.5,5850.87207,27.05114937,29.56798935,47.36771011,902.1612912,85.81770325,367.693512,,,,,,
492,5893.367188,27.04143906,29.59362984,45.27003098,914.8327853,85.96230316,363.9981995,,,,,,
492.5,5934.421875,27.06395912,29.58389091,44.40587997,903.2695513,86.10790253,362.5674133,,,,,,
493,5968.703125,27.08258057,29.61557007,45.10681915,907.950087,86.26409912,363.5249023,,,,,,
493.5,5999.437988,27.05676079,29.58605957,45.06586075,906.6271485,86.41889954,374.6724854,,,,,,
494,6030.290039,27.04870987,29.62552071,44.58333969,923.6578444,86.58380127,375.2513123,,,,,,
494.5,6059.990234,27.05289078,29.61306953,43.81616974,917.6960753,86.74790192,375.4547119,,,,,,
495,6083.457031,27.05167007,29.62603951,42.04841995,922.7827224,86.92289734,376.1687927,,,,,,
495.5,6104.547852,27.0546608,29.64068985,39.77418137,926.962114,87.0963974,368.3100891,,,,,,
496,6121.14209,27.07122993,29.61809921,37.1475296,912.9252927,87.27580261,364.3214111,,,,,,
496.5,6126.130859,27.07107925,29.63595963,32.72723007,919.381369,87.46350098,354.375,,,,,,
497,6124.329102,27.08081055,29.64178085,27.09856987,917.9798063,87.64430237,334.1213989,,,,,,
497.5,6113.625977,27.08205986,29.64389038,14.87924957,918.2881501,87.83329773,318.4222107,,,,,,
498,6090.711914,27.09520912,29.63837051,1.537423968,911.596201,88.02590179,278.4273987,,,,,,
498.5,5991.63916,27.08712959,29.63495064,0.650099278,913.2664536,88.21569824,220.3972015,,,,,,
499,5640.87207,27.10857964,29.64263916,3.187000036,908.3336366,88.40329742,197.4678955,,,,,,
499.5,5188.371094,27.11609077,29.65854073,3.740560055,911.341185,88.58049774,154.2837067,,,,,,
500,4771.85498,27.13297081,29.69135094,3.218511105,917.0513565,88.74890137,87.53109741,,,,,,
500.5,4446.814941,27.11849976,29.68741035,2.439711094,920.8260041,88.90650177,27.0666008,,,,,,
501,4205.056152,27.12955093,29.69971085,1.421380997,921.2738205,89.05529785,20.09671021,,,,,,
501.5,4052.562988,27.10903931,29.68921089,0.705631673,924.8625047,89.19439697,19.2155304,,,,,,
502,3965.937988,27.13946915,29.70157051,14.58965015,918.385234,89.32849884,18.63544083,,,,,,
502.5,3954.383057,27.15793037,29.71563911,36.62028885,916.8106979,89.44480133,106.0830002,,,,,,
503,4027.087891,27.16608047,29.71615982,51.16696167,914.0759415,89.55449677,204.1024933,,,,,,
503.5,4185.143066,27.15737915,29.74025917,56.66550827,925.8333432,89.65499878,241.1925964,,,,,,
504,4301.265137,27.16555977,29.73464966,49.36330032,920.8902709,89.7559967,257.5603943,,,,,,
504.5,4348.78418,27.17321968,29.75979996,40.94187164,927.1597001,89.84549713,193.1838989,,,,,,
505,4389.921875,27.17367935,29.7555809,38.18159103,925.4826107,89.93669891,173.2142029,,,,,,
505.5,4430.376953,27.17837906,29.75757027,38.29587173,924.5110885,90.02230072,168.8576965,,,,,,
506,4473.905762,27.15335083,29.78650093,36.73894882,943.8526536,90.10590363,173.5688019,,,,,,
506.5,4517.794922,27.18478012,29.72989082,36.3119812,912.2949313,90.19190216,157.8074951,,,,,,
507,4539.690918,27.16799927,29.79467964,37.27241898,941.5335801,90.26290131,166.1542969,,,,,,
507.5,4568.507813,27.15819931,29.73913956,41.0539093,925.1380314,90.33670044,166.1614075,,,,,,
508,4611.862793,27.17907906,29.77795029,45.09857178,931.5653928,90.4036026,193.7505951,,,,,,
508.5,4663.037109,27.20255089,29.77886963,46.58393097,923.4814527,90.46779633,215.1943054,,,,,,
509,4722.748047,27.20009995,29.8043499,46.68463135,933.4933961,90.52490234,219.1504059,,,,,,
509.5,4772.163086,27.19890976,29.79916,46.76031113,932.0597,90.57779694,223.4337006,,,,,,
510,4818.057129,27.20211983,29.80724907,46.74023819,933.8085768,90.63089752,226.9904022,,,,,,
510.5,4870.686035,27.20819092,29.83423042,47.73971176,941.3038606,90.68019867,236.8218994,,,,,,
511,4923.641113,27.24691963,29.82342911,47.7309494,923.5498216,90.73179626,247.5507965,,,,,,
511.5,4971.777832,27.25680923,29.83370972,47.71773911,923.6899778,90.77950287,248.3148956,,,,,,
512,5020.396973,27.22197914,29.83057022,47.74074936,935.0494725,90.82379913,256.3233032,,,,,,
512.5,5069.967773,27.22842026,29.82259941,48.74200821,929.8835176,90.87249756,261.5372925,,,,,,
513,5113.217773,27.24218941,29.83742905,48.23065186,930.2636487,90.91449738,278.3935852,,,,,,
513.5,5155.695801,27.24453926,29.84157944,47.42776871,930.9090512,90.96890259,273.7697144,,,,,,
514,5191.115234,27.25842094,29.86462021,45.10166168,934.1921264,91.01509857,276.0776062,,,,,,
514.5,5226.397949,27.2573204,29.8569603,44.60049057,931.8409195,91.05860138,270.9017944,,,,,,
515,5260.403809,27.25017929,29.8694191,44.28084183,938.8665089,91.10910034,281.2416077,,,,,,
515.5,5291.167969,27.27457047,29.88451958,43.49821854,935.5362592,91.16179657,277.3994141,,,,,,
516,5313.391113,27.2560997,29.88022041,43.57814026,940.6160693,91.20870209,283.1679993,,,,,,
516.5,5327.329102,27.27750015,29.88306046,42.26887131,933.9630905,91.26439667,288.3891907,,,,,,
517,5339.574219,27.28152084,29.89300919,41.43946075,936.0879963,91.31459808,280.6170044,,,,,,
517.5,5355.47998,27.27362061,29.9099102,42.46903992,944.9780059,91.36759949,281.989502,,,,,,
518,5357.015137,27.30114937,29.91049004,13.55391979,935.3181623,91.42089844,285.1329041,,,,,,
518.5,5383.208008,27.3036499,29.91101074,-1.147459984,934.608493,91.48069763,146.5937042,,,,,,
519,5145.543945,27.3128109,29.91241074,5.448976994,931.826562,91.54329681,142.9855957,,,,,,
519.5,4466.507813,27.30596924,29.90875053,8.812709808,932.9669555,91.59970093,81.48098755,,,,,,
520,4020.656006,27.31430054,29.91904068,-9.620840073,933.6691042,91.63559723,18.86540985,,,,,,
520.5,4820.222168,27.29744911,29.93881035,-3.025499105,946.7959352,91.67230225,20.60703087,,,,,,
521,4376.676758,27.30764961,29.96866035,3.00673008,953.8393005,91.71520233,31.8835392,,,,,,
521.5,4217.055176,27.31668091,29.97479057,33.20159912,952.7994094,91.74690247,19.81098938,,,,,,
522,4410.402832,27.3319397,29.96859932,68.46927643,945.1106416,91.76609802,234.5847931,,,,,,
522.5,4735.554199,27.34885025,29.96657944,71.57502747,938.3250271,91.78179932,362.7045898,,,,,,
523,5048.471191,27.32739067,29.97130966,62.92124176,947.7127624,91.80139923,366.7355042,,,,,,
523.5,5124.669922,27.33321953,29.98311996,79.84483337,949.8568114,91.83580017,354.2351074,,,,,,
524,4165.504883,27.3569603,29.98638916,97.14730072,942.5187761,91.8565979,362.2927856,,,,,,
524.5,3884.814941,27.36553955,29.95325089,73.39203644,927.5651278,91.85489655,346.0073853,,,,,,
525,4011.547119,27.34380913,30.00301933,66.15989685,953.193898,91.86830139,312.8139954,,,,,,
525.5,4118.585938,27.38167953,30.0154705,60.93861008,944.0823731,91.88009644,283.4526978,,,,,,
526,4213.500977,27.36621094,30.02313042,58.50231171,952.3727874,91.90540314,262.0692139,,,,,,
526.5,4298.193848,27.40073013,30.03174019,54.57172012,943.0855544,91.93789673,258.2355957,,,,,,
527,4367.891113,27.37999916,29.99234009,51.0159111,936.3936053,91.97200012,231.4985962,,,,,,
527.5,4429.373047,27.39151001,30.05468941,46.88214874,954.6166551,92.01529694,224.6148071,,,,,,
528,4479.276855,27.42107964,30.02825928,45.34077835,934.5435426,92.06130219,200.7153015,,,,,,
528.5,4520.356934,27.40325928,30.04656982,43.41123962,947.4946655,92.11589813,201.7039948,,,,,,
529,4556.478027,27.39908028,30.04073906,41.80102921,946.9025908,92.15699768,188.3045959,,,,,,
529.5,4597.176758,27.39855957,30.0569191,39.57098007,952.8889727,92.21330261,190.256897,,,,,,
530,4627.51416,27.40111923,30.07140923,22.3449192,957.1654481,92.26360321,180.5370026,,,,,,
530.5,4627.158203,27.39142036,30.06502914,4.013371944,958.3550672,92.31269836,70.17006683,,,,,,
531,4584.248047,27.43532944,30.08032036,0.64294219,948.0969956,92.36990356,32.24776077,,,,,,
531.5,4424.689941,27.44083023,30.06847954,0.42989409,941.8808942,92.41300201,23.25634956,,,,,,
532,4311.070801,27.4491291,30.08575058,2.629493952,945.0969678,92.45659637,20.22724915,,,,,,
532.5,4247.205078,27.43520927,30.08435059,19.3297596,949.5847032,92.48770142,29.69968033,,,,,,
533,4242.117188,27.44824028,30.09408951,37.70804977,948.4046557,92.50270081,127.280098,,,,,,
533.5,4325.970215,27.47302055,30.10223007,47.61610031,942.4401519,92.5161972,188.2418976,,,,,,
534,4440.422852,27.46478081,30.11989975,54.83340073,951.7273849,92.51869965,228.391098,,,,,,
534.5,4542.382813,27.46468925,30.11288071,53.82003021,949.244226,92.52469635,259.4653015,,,,,,
535,4595.166016,27.4706707,30.09995079,47.6216507,942.4654484,92.52870178,236.3876038,,,,,,
535.5,4638.589844,27.4925499,30.11667061,44.37466049,940.6160693,92.52629852,213.414505,,,,,,
536,4671.816895,27.49234009,30.12295914,42.91458893,942.9453981,92.5279007,206.4636993,,,,,,
536.5,4704.22998,27.46368027,30.13204956,39.87200928,956.4769732,92.52890015,199.6423035,,,,,,
537,4737.541992,27.49451065,30.14843941,40.43083954,951.3007628,92.52590179,189.8361969,,,,,,
537.5,4760.388184,27.49979019,30.16213989,44.82976913,954.3192503,92.52359772,198.9046021,,,,,,
538,4782.875,27.49477959,30.14719009,47.78633118,950.7565463,92.51979828,228.2720032,,,,,,
538.5,4819.711914,27.51659966,30.16345024,50.72364044,948.7635925,92.52189636,243.2966003,,,,,,
539,4846.777832,27.51041031,30.16378975,50.81333923,951.1038604,92.51409912,260.4237976,,,,,,
